LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList
369,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11,', '112, CurrentState:112']"
370,2016-09-28,04:30:43,Info,CBS    Session,30546174_90352174 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_90352174', 'WindowsUpdateAgent.']"
371,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB3110329~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3110329~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
372,2016-09-28,04:30:43,Info,CBS    Session,30546174_90632190 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_90632190', 'WindowsUpdateAgent.']"
373,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3,', '112, CurrentState:112']"
374,2016-09-28,04:30:43,Info,CBS    Session,30546174_90692194 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_90692194', 'WindowsUpdateAgent.']"
375,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB3124280~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3124280~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
376,2016-09-28,04:30:43,Info,CBS    Session,30546174_90722196 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_90722196', 'WindowsUpdateAgent.']"
377,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0",d141e2fa,<*> ApplicableState: <*> <*>,"['Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388,', '112, CurrentState:0']"
378,2016-09-28,04:30:43,Info,CBS    Session,30546174_90802200 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_90802200', 'WindowsUpdateAgent.']"
379,2016-09-28,04:30:43,Info,CBS    Session,30546174_90832202 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_90832202', 'WindowsUpdateAgent.']"
380,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2676562~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2676562~31bf3856ad364e35~amd64~~6.1.1.3,', '112, CurrentState:112']"
381,2016-09-28,04:30:43,Info,CBS    Session,30546174_90912206 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_90912206', 'WindowsUpdateAgent.']"
382,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2970228~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2970228~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
383,2016-09-28,04:30:43,Info,CBS    Session,30546174_91002212 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91002212', 'WindowsUpdateAgent.']"
384,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2512715~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",80f8e8dd,<*> ApplicableState: <*> CurrentState:0,"['Package_for_KB2512715~31bf3856ad364e35~amd64~~6.1.1.1,', '0,']"
385,2016-09-28,04:30:43,Info,CBS    Session,30546174_91262226 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91262226', 'WindowsUpdateAgent.']"
386,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2965788~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2965788~31bf3856ad364e35~amd64~~6.1.1.1,', '80, CurrentState:112']"
387,2016-09-28,04:30:43,Info,CBS    Session,30546174_91282228 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91282228', 'WindowsUpdateAgent.']"
388,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB3030377~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3030377~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
389,2016-09-28,04:30:43,Info,CBS    Session,30546174_91382233 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91382233', 'WindowsUpdateAgent.']"
390,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB3021917~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3021917~31bf3856ad364e35~amd64~~6.1.1.3,', '112, CurrentState:112']"
391,2016-09-28,04:30:43,Info,CBS    Session,30546174_91422236 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91422236', 'WindowsUpdateAgent.']"
392,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2853952~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2853952~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
393,2016-09-28,04:30:43,Info,CBS    Session,30546174_91472238 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91472238', 'WindowsUpdateAgent.']"
394,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2706045~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",80f8e8dd,<*> ApplicableState: <*> CurrentState:0,"['Package_for_KB2706045~31bf3856ad364e35~amd64~~6.1.1.0,', '80,']"
395,2016-09-28,04:30:43,Info,CBS    Session,30546174_91532242 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91532242', 'WindowsUpdateAgent.']"
396,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2510531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2510531~31bf3856ad364e35~amd64~~6.1.1.0,', '80, CurrentState:112']"
397,2016-09-28,04:30:43,Info,CBS    Session,30546174_91592245 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91592245', 'WindowsUpdateAgent.']"
398,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2847927~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2847927~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
399,2016-09-28,04:30:43,Info,CBS    Session,30546174_91672250 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_91672250', 'WindowsUpdateAgent.']"
400,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3,', '112, CurrentState:112']"
401,2016-09-28,04:30:43,Info,CBS    Session,30546174_92052272 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_92052272', 'WindowsUpdateAgent.']"
402,2016-09-28,04:30:43,Info,CBS    Read out cached package applicability for package,"Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0,', '112, CurrentState:112']"
403,2016-09-28,04:30:44,Info,CBS    Session,30546174_92302286 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_92302286', 'WindowsUpdateAgent.']"
404,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
405,2016-09-28,04:30:44,Info,CBS    Session,30546174_93492354 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_93492354', 'WindowsUpdateAgent.']"
406,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",80f8e8dd,<*> ApplicableState: <*> CurrentState:0,"['Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0,', '80,']"
407,2016-09-28,04:30:44,Info,CBS    Session,30546174_93642363 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_93642363', 'WindowsUpdateAgent.']"
408,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
409,2016-09-28,04:30:44,Info,CBS    Session,30546174_94042385 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_94042385', 'WindowsUpdateAgent.']"
410,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
411,2016-09-28,04:30:44,Info,CBS    Session,30546174_94182393 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_94182393', 'WindowsUpdateAgent.']"
412,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
413,2016-09-28,04:30:44,Info,CBS    Session,30546174_94222396 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_94222396', 'WindowsUpdateAgent.']"
414,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
415,2016-09-28,04:30:44,Info,CBS    Session,30546174_94392405 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_94392405', 'WindowsUpdateAgent.']"
416,2016-09-28,04:30:44,Info,CBS    Session,30546174_94722424 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_94722424', 'WindowsUpdateAgent.']"
417,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5,', '112, CurrentState:112']"
418,2016-09-28,04:30:44,Info,CBS    Session,30546174_97232568 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_97232568', 'WindowsUpdateAgent.']"
419,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
420,2016-09-28,04:30:44,Info,CBS    Session,30546174_97282571 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_97282571', 'WindowsUpdateAgent.']"
421,2016-09-28,04:30:44,Info,CBS    Session,30546174_97402578 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_97402578', 'WindowsUpdateAgent.']"
422,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0,', '112, CurrentState:112']"
423,2016-09-28,04:30:44,Info,CBS    Session,30546174_97982611 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_97982611', 'WindowsUpdateAgent.']"
424,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398,', '112, CurrentState:112']"
425,2016-09-28,04:30:44,Info,CBS    Session,30546174_98162621 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_98162621', 'WindowsUpdateAgent.']"
426,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2843630~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2843630~31bf3856ad364e35~amd64~~6.1.3.1,', '112, CurrentState:112']"
427,2016-09-28,04:30:44,Info,CBS    Session,30546174_99082674 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_99082674', 'WindowsUpdateAgent.']"
428,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2862330~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2862330~31bf3856ad364e35~amd64~~6.1.2.0,', '112, CurrentState:112']"
429,2016-09-28,04:30:44,Info,CBS    Session,30546174_99222682 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_99222682', 'WindowsUpdateAgent.']"
430,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2834140~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:0",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2834140~31bf3856ad364e35~amd64~~6.1.2.0,', '112, CurrentState:0']"
431,2016-09-28,04:30:44,Info,CBS    Session,30546174_99252683 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_99252683', 'WindowsUpdateAgent.']"
432,2016-09-28,04:30:44,Info,CBS    Session,30546174_99402692 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_99402692', 'WindowsUpdateAgent.']"
433,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2726535~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2726535~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
434,2016-09-28,04:30:44,Info,CBS    Session,30546174_100742769 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_100742769', 'WindowsUpdateAgent.']"
435,2016-09-28,04:30:44,Info,CBS    Session,30546174_100772770 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_100772770', 'WindowsUpdateAgent.']"
436,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
437,2016-09-28,04:30:44,Info,CBS    Session,30546174_100922779 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_100922779', 'WindowsUpdateAgent.']"
438,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3139398~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3139398~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
439,2016-09-28,04:30:44,Info,CBS    Session,30546174_100952781 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_100952781', 'WindowsUpdateAgent.']"
440,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2719857~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2719857~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
441,2016-09-28,04:30:44,Info,CBS    Session,30546174_100982782 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_100982782', 'WindowsUpdateAgent.']"
442,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2603229~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2603229~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
443,2016-09-28,04:30:44,Info,CBS    Session,30546174_101102789 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101102789', 'WindowsUpdateAgent.']"
444,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3109560~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3109560~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
445,2016-09-28,04:30:44,Info,CBS    Session,30546174_101172793 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101172793', 'WindowsUpdateAgent.']"
446,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2807986~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2807986~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
447,2016-09-28,04:30:44,Info,CBS    Session,30546174_101232797 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101232797', 'WindowsUpdateAgent.']"
448,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3135983~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3135983~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
449,2016-09-28,04:30:44,Info,CBS    Session,30546174_101272799 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101272799', 'WindowsUpdateAgent.']"
450,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2667402~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2667402~31bf3856ad364e35~amd64~~6.1.2.0,', '112, CurrentState:112']"
451,2016-09-28,04:30:44,Info,CBS    Session,30546174_101322802 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101322802', 'WindowsUpdateAgent.']"
452,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2791765~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2791765~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
453,2016-09-28,04:30:44,Info,CBS    Session,30546174_101632820 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101632820', 'WindowsUpdateAgent.']"
454,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0",d141e2fa,<*> ApplicableState: <*> <*>,"['Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080,', '112, CurrentState:0']"
455,2016-09-28,04:30:44,Info,CBS    Session,30546174_101752826 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101752826', 'WindowsUpdateAgent.']"
456,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3139940~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3139940~31bf3856ad364e35~amd64~~6.1.1.0,', '80, CurrentState:112']"
457,2016-09-28,04:30:44,Info,CBS    Session,30546174_101792829 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101792829', 'WindowsUpdateAgent.']"
458,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2719033~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",80f8e8dd,<*> ApplicableState: <*> CurrentState:0,"['Package_for_KB2719033~31bf3856ad364e35~amd64~~6.1.1.0,', '80,']"
459,2016-09-28,04:30:44,Info,CBS    Session,30546174_101842832 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101842832', 'WindowsUpdateAgent.']"
460,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
461,2016-09-28,04:30:44,Info,CBS    Session,30546174_101902835 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_101902835', 'WindowsUpdateAgent.']"
462,2016-09-28,04:30:44,Info,CBS    Read out cached package applicability for package,"Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
463,2016-09-28,04:30:44,Info,CBS    Session,30546174_102002841 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_102002841', 'WindowsUpdateAgent.']"
464,2016-09-28,04:30:45,Info,CBS    Read out cached package applicability for package,"Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
465,2016-09-28,04:30:45,Info,CBS    Session,30546174_102442866 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_102442866', 'WindowsUpdateAgent.']"
466,2016-09-28,04:30:45,Info,CBS    Read out cached package applicability for package,"Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1,', '80, CurrentState:112']"
467,2016-09-28,04:30:45,Info,CBS    Session,30546174_103902949 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_103902949', 'WindowsUpdateAgent.']"
468,2016-09-28,04:30:45,Info,CBS    Read out cached package applicability for package,"Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2,', '112, CurrentState:112']"
469,2016-09-28,04:30:45,Info,CBS    Session,30546174_104472982 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_104472982', 'WindowsUpdateAgent.']"
470,2016-09-28,04:30:45,Info,CBS    Read out cached package applicability for package,"Package_for_KB3042058~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3042058~31bf3856ad364e35~amd64~~6.1.1.1,', '80, CurrentState:112']"
471,2016-09-28,04:30:45,Info,CBS    Session,30546174_106683108 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_106683108', 'WindowsUpdateAgent.']"
472,2016-09-28,04:30:45,Info,CBS    Read out cached package applicability for package,"Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0,', '112, CurrentState:112']"
473,2016-09-28,04:30:45,Info,CBS    Session,30546174_106973125 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_106973125', 'WindowsUpdateAgent.']"
474,2016-09-28,04:30:45,Info,CBS    Read out cached package applicability for package,"Package_for_KB3108381~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",d141e2fa,<*> ApplicableState: <*> <*>,"['Package_for_KB3108381~31bf3856ad364e35~amd64~~6.1.1.1,', '112, CurrentState:112']"
475,2016-09-28,04:30:45,Info,CBS    Session,30546174_107003127 initialized by client WindowsUpdateAgent.,cf1b9d89,<*> initialized by client <*>,"['30546174_107003127', 'WindowsUpdateAgent.']"
